-1.78354414952804,-0.0153555181922993,-0.159887018993787,-1.29577085154594,-1.96436278116467
-0.213791915642644,-0.339549754027427,-0.278909578367688,-0.155361257115453,-1.52551553018395
-0.954661692594906,-0.209890695260798,-0.453890224197313,-0.215247875205303,-0.283281973955617
-1.11555200747595,-1.28809186210566,-3.32529548939283,-1.25349718348397,-2.06266084635844
-0.507330613832311,-0.366348143143139,-0.129038790864996,-0.931167725706071,-0.0301997713402492
-0.50352888642097,-0.101034511285337,-1.02010270927221,-4.28377268735005,-0.957580305457842
-2.08237829580143,-0.60875209092556,-0.0537352969889376,-0.339653626893446,-2.64973463760838
-1.22213363767356,-1.13084643224748,-0.880248495548137,-0.417716434519226,-0.953485719123783
-0.548856518746967,-0.954992268674132,-0.940273345778019,-0.522794408323438,-0.88642094335271
-0.46048226262286,-0.45818508113411,-1.29728485922578,-0.0970214815742345,-0.0669083580617347
-0.669399604526569,-0.248413237908499,-2.10028682994632,-0.714083033322475,-0.190114454354822
-0.683149496062669,-0.150512892262554,-0.952499073607561,-2.65488029782516,-1.12053086796184
-0.627293237240188,-0.0167755679888245,-0.211642248317398,-1.80888666260427,-0.336971005294749
-0.584742319387286,-0.480940150926654,-0.220605938308879,-1.26126866743098,-0.826029174353506
-0.141656324792282,-0.345109160515419,-0.516742759628655,-0.661296230932068,-1.9411921865805
-0.186680611704734,-0.614071424677145,-0.0242352351227203,-0.234351472221663,-2.95136766073949
-2.19418681545215,-0.0648001812634939,-0.713675912015479,-0.777801307715916,-0.0760685675091063
-0.351419692866332,-0.14529473731242,-1.30665826642973,-0.645896455305502,-0.101617870109864
-0.108155234619417,-0.0489946872337302,-0.756531480887177,-0.217310493909061,-2.59914535465952
-1.2739212974381,-0.916716076082111,-0.720530024461706,-0.682797777161015,-0.940856114628157
-1.47752459757458,-1.15098483902838,-3.90431842980882,-1.73751620162774,-1.48976954889258
-4.17795059758591,-1.52048378515361,-0.379634656429996,-2.01971621825271,-1.82158169107739
